,sentiments_y
4757,Not Valid
4758,Not Valid
4759,Not Valid
4760,Not Valid
4761,Not Valid
4762,Not Valid
4763,Not Valid
4764,Not Valid
4765,Not Valid
4766,Not Valid
4767,Not Valid
4768,Not Valid
4769,Not Valid
4770,Not Valid
4771,Not Valid
4772,Not Valid
4773,0.9094079732894897
4774,Not Valid
4775,Not Valid
4776,Not Valid
4777,Not Valid
4778,0.5
4779,Not Valid
4780,Not Valid
4781,Not Valid
4782,Not Valid
4783,Not Valid
4784,Not Valid
4785,0.5
4786,Not Valid
4787,Not Valid
4788,Not Valid
4789,Not Valid
4790,Not Valid
4791,Not Valid
4792,Not Valid
4793,Not Valid
4794,Not Valid
4795,Not Valid
4796,Not Valid
4797,Not Valid
4798,Not Valid
4799,Not Valid
4800,Not Valid
4801,Not Valid
4802,Not Valid
4803,Not Valid
4804,Not Valid
4805,Not Valid
4806,Not Valid
4807,Not Valid
4808,Not Valid
4809,Not Valid
4810,Not Valid
4811,Not Valid
4812,Not Valid
4813,Not Valid
4814,Not Valid
4815,Not Valid
4816,Not Valid
4817,Not Valid
4818,Not Valid
4819,Not Valid
4820,Not Valid
4821,Not Valid
4822,Not Valid
4823,Not Valid
4824,Not Valid
4825,Not Valid
4826,Not Valid
4827,Not Valid
4828,Not Valid
4829,Not Valid
4830,Not Valid
4831,Not Valid
4832,Not Valid
4833,Not Valid
4834,Not Valid
4835,Not Valid
4836,Not Valid
4837,Not Valid
4838,Not Valid
4839,Not Valid
4840,Not Valid
4841,Not Valid
4842,Not Valid
4843,Not Valid
4844,Not Valid
4845,Not Valid
4846,Not Valid
4847,Not Valid
4848,Not Valid
4849,Not Valid
4850,Not Valid
4851,Not Valid
4852,Not Valid
4853,Not Valid
4854,Not Valid
4855,Not Valid
4856,Not Valid
4857,Not Valid
4858,Not Valid
4859,Not Valid
4860,Not Valid
4861,Not Valid
4862,Not Valid
4863,Not Valid
4864,Not Valid
4865,Not Valid
4866,Not Valid
4867,Not Valid
4868,Not Valid
4869,0.5
4870,Not Valid
4871,Not Valid
4872,Not Valid
4873,Not Valid
4874,Not Valid
4875,0.5
4876,Not Valid
4877,0.5
4878,Not Valid
4879,Not Valid
4880,Not Valid
4881,Not Valid
4882,Not Valid
4883,Not Valid
4884,Not Valid
4885,Not Valid
4886,Not Valid
4887,Not Valid
4888,Not Valid
4889,Not Valid
4890,Not Valid
4891,Not Valid
4892,Not Valid
4893,Not Valid
4894,Not Valid
4895,Not Valid
4896,Not Valid
4897,Not Valid
4898,Not Valid
4899,Not Valid
4900,Not Valid
4901,Not Valid
4902,Not Valid
4903,0.5
4904,Not Valid
4905,Not Valid
4906,Not Valid
4907,Not Valid
4908,Not Valid
4909,Not Valid
4910,Not Valid
4911,Not Valid
4912,Not Valid
4913,Not Valid
4914,Not Valid
4915,Not Valid
4916,Not Valid
4917,Not Valid
4918,Not Valid
4919,Not Valid
4920,Not Valid
4921,Not Valid
4922,Not Valid
4923,Not Valid
4924,Not Valid
4925,Not Valid
4926,Not Valid
4927,Not Valid
4928,Not Valid
4929,Not Valid
4930,Not Valid
4931,Not Valid
4932,Not Valid
4933,Not Valid
4934,Not Valid
4935,Not Valid
4936,Not Valid
4937,Not Valid
4938,Not Valid
4939,Not Valid
4940,Not Valid
4941,Not Valid
4942,Not Valid
4943,Not Valid
4944,Not Valid
4945,Not Valid
4946,Not Valid
4947,Not Valid
4948,Not Valid
4949,Not Valid
4950,Not Valid
4951,Not Valid
4952,Not Valid
4953,Not Valid
4954,Not Valid
4955,Not Valid
4956,Not Valid
4957,Not Valid
4958,Not Valid
4959,Not Valid
4960,Not Valid
4961,Not Valid
4962,Not Valid
4963,Not Valid
4964,Not Valid
4965,Not Valid
4966,Not Valid
4967,Not Valid
4968,Not Valid
4969,Not Valid
4970,Not Valid
4971,Not Valid
4972,Not Valid
4973,Not Valid
4974,Not Valid
4975,Not Valid
4976,Not Valid
4977,Not Valid
4978,0.27737122774124146
4979,Not Valid
4980,Not Valid
4981,Not Valid
4982,Not Valid
4983,Not Valid
4984,Not Valid
4985,Not Valid
4986,Not Valid
4987,Not Valid
4988,Not Valid
4989,Not Valid
4990,Not Valid
4991,Not Valid
4992,Not Valid
4993,Not Valid
4994,Not Valid
4995,Not Valid
4996,Not Valid
4997,Not Valid
4998,Not Valid
4999,Not Valid
5000,Not Valid
5001,Not Valid
5002,Not Valid
5003,Not Valid
5004,Not Valid
5005,Not Valid
5006,Not Valid
5007,Not Valid
5008,Not Valid
5009,Not Valid
5010,Not Valid
5011,Not Valid
5012,Not Valid
5013,Not Valid
5014,Not Valid
5015,Not Valid
5016,Not Valid
5017,Not Valid
5018,Not Valid
5019,Not Valid
5020,Not Valid
5021,Not Valid
5022,Not Valid
5023,Not Valid
5024,Not Valid
5025,Not Valid
5026,Not Valid
5027,Not Valid
5028,Not Valid
5029,Not Valid
5030,Not Valid
5031,Not Valid
5032,Not Valid
5033,Not Valid
5034,Not Valid
5035,Not Valid
5036,Not Valid
5037,Not Valid
5038,Not Valid
5039,Not Valid
5040,Not Valid
5041,Not Valid
5042,Not Valid
5043,Not Valid
5044,Not Valid
5045,Not Valid
5046,Not Valid
5047,Not Valid
5048,Not Valid
5049,Not Valid
5050,Not Valid
5051,Not Valid
5052,Not Valid
5053,Not Valid
5054,Not Valid
5055,Not Valid
5056,Not Valid
5057,Not Valid
5058,Not Valid
5059,Not Valid
5060,Not Valid
5061,Not Valid
5062,Not Valid
5063,Not Valid
5064,Not Valid
5065,Not Valid
5066,Not Valid
5067,Not Valid
5068,Not Valid
5069,Not Valid
5070,Not Valid
5071,Not Valid
5072,Not Valid
5073,Not Valid
5074,Not Valid
5075,Not Valid
5076,Not Valid
5077,Not Valid
5078,Not Valid
5079,Not Valid
5080,Not Valid
5081,Not Valid
5082,Not Valid
5083,Not Valid
5084,Not Valid
5085,Not Valid
5086,0.7015909552574158
5087,Not Valid
5088,Not Valid
5089,Not Valid
5090,Not Valid
5091,Not Valid
5092,Not Valid
5093,Not Valid
5094,Not Valid
5095,Not Valid
5096,Not Valid
5097,0.7258082032203674
5098,Not Valid
5099,Not Valid
5100,Not Valid
5101,Not Valid
5102,Not Valid
5103,Not Valid
5104,Not Valid
5105,Not Valid
5106,Not Valid
5107,Not Valid
5108,Not Valid
5109,Not Valid
5110,Not Valid
5111,Not Valid
5112,Not Valid
5113,Not Valid
5114,Not Valid
5115,Not Valid
5116,Not Valid
5117,Not Valid
5118,Not Valid
5119,Not Valid
5120,Not Valid
5121,Not Valid
5122,Not Valid
5123,Not Valid
5124,Not Valid
5125,Not Valid
5126,Not Valid
5127,Not Valid
5128,Not Valid
5129,Not Valid
5130,Not Valid
5131,Not Valid
5132,Not Valid
5133,Not Valid
5134,Not Valid
5135,Not Valid
5136,Not Valid
5137,Not Valid
5138,Not Valid
5139,Not Valid
5140,Not Valid
5141,Not Valid
5142,Not Valid
5143,Not Valid
5144,Not Valid
5145,Not Valid
5146,Not Valid
5147,Not Valid
5148,Not Valid
5149,Not Valid
5150,Not Valid
5151,Not Valid
5152,Not Valid
5153,Not Valid
5154,Not Valid
5155,Not Valid
5156,Not Valid
5157,Not Valid
5158,Not Valid
5159,Not Valid
5160,Not Valid
5161,Not Valid
5162,Not Valid
5163,Not Valid
5164,Not Valid
5165,Not Valid
5166,Not Valid
5167,Not Valid
5168,Not Valid
5169,Not Valid
5170,Not Valid
5171,Not Valid
5172,Not Valid
5173,Not Valid
5174,Not Valid
5175,Not Valid
5176,Not Valid
5177,Not Valid
5178,Not Valid
5179,Not Valid
5180,Not Valid
5181,Not Valid
5182,Not Valid
5183,Not Valid
5184,Not Valid
5185,Not Valid
5186,Not Valid
5187,Not Valid
5188,Not Valid
5189,Not Valid
5190,Not Valid
5191,Not Valid
5192,Not Valid
5193,Not Valid
5194,Not Valid
5195,Not Valid
5196,Not Valid
5197,Not Valid
5198,Not Valid
5199,Not Valid
5200,Not Valid
5201,Not Valid
5202,Not Valid
5203,Not Valid
5204,Not Valid
5205,Not Valid
5206,Not Valid
5207,Not Valid
5208,Not Valid
5209,Not Valid
5210,Not Valid
5211,Not Valid
5212,Not Valid
5213,Not Valid
5214,Not Valid
5215,0.8358505964279175
5216,Not Valid
5217,Not Valid
5218,Not Valid
5219,Not Valid
5220,Not Valid
5221,Not Valid
5222,Not Valid
5223,Not Valid
5224,Not Valid
5225,Not Valid
5226,Not Valid
5227,Not Valid
5228,Not Valid
5229,Not Valid
5230,Not Valid
5231,Not Valid
5232,Not Valid
5233,Not Valid
5234,Not Valid
5235,Not Valid
5236,Not Valid
5237,Not Valid
5238,Not Valid
5239,Not Valid
5240,Not Valid
5241,Not Valid
5242,Not Valid
5243,Not Valid
5244,Not Valid
5245,Not Valid
5246,Not Valid
5247,Not Valid
5248,Not Valid
5249,Not Valid
5250,Not Valid
5251,Not Valid
5252,Not Valid
5253,Not Valid
5254,Not Valid
5255,Not Valid
5256,Not Valid
5257,Not Valid
5258,Not Valid
5259,Not Valid
5260,Not Valid
5261,Not Valid
5262,Not Valid
5263,Not Valid
5264,Not Valid
5265,Not Valid
5266,Not Valid
5267,Not Valid
5268,Not Valid
5269,Not Valid
5270,Not Valid
5271,Not Valid
5272,Not Valid
5273,Not Valid
5274,Not Valid
5275,Not Valid
5276,Not Valid
5277,Not Valid
5278,Not Valid
5279,Not Valid
5280,Not Valid
5281,Not Valid
5282,Not Valid
5283,Not Valid
5284,Not Valid
5285,Not Valid
5286,Not Valid
5287,Not Valid
5288,Not Valid
5289,Not Valid
5290,Not Valid
5291,Not Valid
5292,Not Valid
5293,Not Valid
5294,Not Valid
5295,Not Valid
5296,Not Valid
5297,Not Valid
5298,Not Valid
5299,Not Valid
5300,Not Valid
5301,Not Valid
5302,Not Valid
5303,Not Valid
5304,Not Valid
5305,Not Valid
5306,Not Valid
5307,Not Valid
5308,Not Valid
5309,Not Valid
5310,Not Valid
5311,Not Valid
5312,Not Valid
5313,Not Valid
5314,Not Valid
5315,Not Valid
5316,Not Valid
5317,Not Valid
5318,Not Valid
5319,Not Valid
5320,Not Valid
5321,Not Valid
5322,Not Valid
5323,Not Valid
5324,Not Valid
5325,Not Valid
5326,Not Valid
5327,Not Valid
5328,Not Valid
5329,Not Valid
5330,Not Valid
5331,Not Valid
5332,Not Valid
5333,Not Valid
5334,Not Valid
5335,Not Valid
5336,0.5
5337,Not Valid
5338,Not Valid
5339,Not Valid
5340,Not Valid
5341,Not Valid
5342,Not Valid
5343,Not Valid
5344,Not Valid
5345,Not Valid
5346,Not Valid
5347,Not Valid
5348,Not Valid
5349,Not Valid
5350,Not Valid
5351,Not Valid
5352,Not Valid
5353,Not Valid
5354,Not Valid
5355,Not Valid
5356,Not Valid
5357,Not Valid
5358,Not Valid
5359,Not Valid
5360,Not Valid
5361,Not Valid
5362,Not Valid
5363,Not Valid
5364,Not Valid
5365,Not Valid
5366,Not Valid
5367,Not Valid
5368,Not Valid
5369,Not Valid
5370,Not Valid
5371,Not Valid
5372,Not Valid
5373,Not Valid
5374,Not Valid
5375,Not Valid
5376,Not Valid
5377,Not Valid
5378,Not Valid
5379,Not Valid
5380,Not Valid
5381,Not Valid
5382,Not Valid
5383,Not Valid
5384,Not Valid
5385,Not Valid
5386,Not Valid
5387,Not Valid
5388,Not Valid
5389,Not Valid
5390,Not Valid
5391,Not Valid
5392,Not Valid
5393,Not Valid
5394,Not Valid
5395,Not Valid
5396,Not Valid
5397,Not Valid
5398,Not Valid
5399,Not Valid
5400,Not Valid
5401,Not Valid
5402,Not Valid
5403,Not Valid
5404,Not Valid
5405,Not Valid
5406,Not Valid
5407,Not Valid
5408,Not Valid
5409,Not Valid
5410,Not Valid
5411,Not Valid
5412,Not Valid
5413,Not Valid
5414,Not Valid
5415,Not Valid
5416,Not Valid
5417,Not Valid
5418,Not Valid
5419,Not Valid
5420,Not Valid
5421,Not Valid
5422,Not Valid
5423,Not Valid
5424,Not Valid
5425,Not Valid
5426,Not Valid
5427,Not Valid
5428,Not Valid
5429,Not Valid
5430,Not Valid
5431,Not Valid
5432,Not Valid
5433,Not Valid
5434,Not Valid
5435,Not Valid
5436,Not Valid
5437,Not Valid
5438,Not Valid
5439,Not Valid
5440,Not Valid
5441,Not Valid
5442,Not Valid
5443,Not Valid
5444,Not Valid
5445,Not Valid
5446,Not Valid
5447,Not Valid
5448,Not Valid
5449,Not Valid
5450,Not Valid
5451,Not Valid
5452,Not Valid
5453,Not Valid
5454,Not Valid
5455,Not Valid
5456,Not Valid
5457,0.5
5458,Not Valid
5459,Not Valid
5460,Not Valid
5461,Not Valid
5462,Not Valid
5463,Not Valid
5464,Not Valid
5465,Not Valid
5466,Not Valid
5467,Not Valid
5468,Not Valid
5469,Not Valid
5470,Not Valid
5471,Not Valid
5472,Not Valid
5473,Not Valid
5474,Not Valid
5475,Not Valid
5476,Not Valid
5477,Not Valid
5478,Not Valid
5479,Not Valid
5480,Not Valid
5481,Not Valid
5482,Not Valid
5483,Not Valid
5484,Not Valid
5485,Not Valid
5486,Not Valid
5487,Not Valid
5488,Not Valid
5489,Not Valid
5490,Not Valid
5491,Not Valid
5492,Not Valid
5493,Not Valid
5494,Not Valid
5495,Not Valid
5496,Not Valid
5497,Not Valid
5498,Not Valid
5499,Not Valid
5500,Not Valid
5501,Not Valid
5502,Not Valid
5503,Not Valid
5504,Not Valid
5505,Not Valid
5506,Not Valid
5507,Not Valid
5508,Not Valid
5509,Not Valid
5510,Not Valid
5511,Not Valid
5512,Not Valid
5513,Not Valid
5514,Not Valid
5515,Not Valid
5516,Not Valid
5517,Not Valid
5518,Not Valid
5519,Not Valid
5520,Not Valid
5521,Not Valid
5522,Not Valid
5523,Not Valid
5524,0.8613523244857788
5525,Not Valid
5526,Not Valid
5527,Not Valid
5528,Not Valid
5529,Not Valid
5530,Not Valid
5531,Not Valid
5532,Not Valid
5533,Not Valid
5534,Not Valid
5535,Not Valid
5536,Not Valid
5537,Not Valid
5538,Not Valid
5539,Not Valid
5540,Not Valid
5541,Not Valid
5542,Not Valid
5543,Not Valid
5544,Not Valid
5545,Not Valid
5546,Not Valid
5547,Not Valid
5548,Not Valid
5549,Not Valid
5550,Not Valid
5551,Not Valid
5552,Not Valid
5553,Not Valid
5554,Not Valid
5555,Not Valid
5556,Not Valid
5557,Not Valid
5558,Not Valid
5559,Not Valid
5560,Not Valid
5561,Not Valid
5562,Not Valid
5563,Not Valid
5564,Not Valid
5565,Not Valid
5566,Not Valid
5567,Not Valid
5568,Not Valid
5569,Not Valid
5570,Not Valid
5571,Not Valid
5572,Not Valid
5573,Not Valid
5574,Not Valid
5575,Not Valid
5576,Not Valid
5577,Not Valid
5578,Not Valid
5579,Not Valid
5580,Not Valid
5581,Not Valid
5582,Not Valid
5583,Not Valid
5584,Not Valid
5585,Not Valid
5586,Not Valid
5587,Not Valid
5588,Not Valid
5589,Not Valid
5590,Not Valid
5591,Not Valid
5592,Not Valid
5593,Not Valid
5594,Not Valid
5595,Not Valid
5596,Not Valid
5597,Not Valid
5598,Not Valid
5599,Not Valid
5600,Not Valid
5601,Not Valid
5602,Not Valid
5603,Not Valid
5604,Not Valid
5605,Not Valid
5606,Not Valid
5607,Not Valid
5608,Not Valid
5609,Not Valid
5610,0.8807295560836792
5611,Not Valid
5612,Not Valid
5613,Not Valid
5614,Not Valid
5615,Not Valid
5616,Not Valid
5617,Not Valid
5618,Not Valid
5619,Not Valid
5620,Not Valid
5621,Not Valid
5622,Not Valid
5623,Not Valid
5624,Not Valid
5625,Not Valid
5626,Not Valid
5627,Not Valid
5628,Not Valid
5629,Not Valid
5630,Not Valid
5631,Not Valid
5632,Not Valid
5633,Not Valid
5634,Not Valid
5635,Not Valid
5636,Not Valid
5637,Not Valid
5638,Not Valid
5639,Not Valid
5640,Not Valid
5641,Not Valid
5642,Not Valid
5643,Not Valid
5644,Not Valid
5645,Not Valid
5646,Not Valid
5647,Not Valid
5648,Not Valid
5649,Not Valid
5650,Not Valid
5651,Not Valid
5652,Not Valid
5653,Not Valid
5654,Not Valid
5655,Not Valid
5656,Not Valid
5657,Not Valid
5658,Not Valid
5659,Not Valid
5660,Not Valid
5661,Not Valid
5662,Not Valid
5663,0.5
5664,Not Valid
5665,Not Valid
5666,Not Valid
5667,Not Valid
5668,Not Valid
5669,Not Valid
5670,Not Valid
5671,Not Valid
5672,Not Valid
5673,Not Valid
5674,Not Valid
5675,Not Valid
5676,Not Valid
5677,Not Valid
5678,Not Valid
5679,Not Valid
5680,Not Valid
5681,Not Valid
5682,Not Valid
5683,Not Valid
5684,Not Valid
5685,Not Valid
5686,Not Valid
5687,Not Valid
5688,Not Valid
5689,Not Valid
5690,Not Valid
5691,Not Valid
5692,Not Valid
5693,Not Valid
5694,Not Valid
5695,Not Valid
5696,Not Valid
5697,Not Valid
5698,Not Valid
5699,Not Valid
5700,Not Valid
5701,Not Valid
5702,Not Valid
5703,Not Valid
5704,Not Valid
5705,Not Valid
5706,Not Valid
5707,Not Valid
5708,Not Valid
5709,Not Valid
5710,Not Valid
5711,Not Valid
5712,Not Valid
5713,Not Valid
5714,Not Valid
5715,Not Valid
5716,Not Valid
5717,Not Valid
5718,Not Valid
5719,Not Valid
5720,Not Valid
5721,Not Valid
5722,Not Valid
5723,Not Valid
5724,Not Valid
5725,Not Valid
5726,Not Valid
5727,Not Valid
5728,Not Valid
5729,Not Valid
5730,Not Valid
5731,Not Valid
5732,Not Valid
5733,Not Valid
5734,Not Valid
5735,Not Valid
5736,Not Valid
5737,Not Valid
5738,Not Valid
5739,0.06839758157730103
5740,Not Valid
5741,Not Valid
5742,Not Valid
5743,Not Valid
5744,Not Valid
5745,Not Valid
5746,Not Valid
5747,Not Valid
5748,Not Valid
5749,Not Valid
5750,Not Valid
5751,Not Valid
5752,Not Valid
5753,Not Valid
5754,Not Valid
5755,Not Valid
5756,Not Valid
5757,Not Valid
5758,Not Valid
5759,Not Valid
5760,Not Valid
5761,Not Valid
5762,Not Valid
5763,Not Valid
5764,Not Valid
5765,Not Valid
5766,Not Valid
5767,Not Valid
5768,Not Valid
5769,Not Valid
5770,Not Valid
5771,Not Valid
5772,Not Valid
5773,Not Valid
5774,Not Valid
5775,Not Valid
5776,Not Valid
5777,Not Valid
5778,Not Valid
5779,Not Valid
5780,Not Valid
5781,Not Valid
5782,Not Valid
5783,Not Valid
5784,Not Valid
5785,Not Valid
5786,Not Valid
5787,Not Valid
5788,Not Valid
5789,Not Valid
5790,Not Valid
5791,Not Valid
5792,Not Valid
5793,Not Valid
5794,Not Valid
5795,Not Valid
5796,Not Valid
5797,Not Valid
5798,Not Valid
5799,Not Valid
5800,Not Valid
5801,Not Valid
5802,Not Valid
5803,Not Valid
5804,Not Valid
5805,Not Valid
5806,Not Valid
5807,Not Valid
5808,Not Valid
5809,Not Valid
5810,Not Valid
5811,Not Valid
5812,Not Valid
5813,Not Valid
5814,Not Valid
5815,Not Valid
5816,Not Valid
5817,Not Valid
5818,Not Valid
5819,Not Valid
5820,Not Valid
5821,Not Valid
5822,Not Valid
5823,Not Valid
5824,Not Valid
5825,Not Valid
5826,Not Valid
5827,Not Valid
5828,Not Valid
5829,Not Valid
5830,Not Valid
5831,Not Valid
5832,Not Valid
5833,Not Valid
5834,Not Valid
5835,Not Valid
5836,Not Valid
5837,Not Valid
5838,Not Valid
5839,Not Valid
5840,Not Valid
5841,Not Valid
5842,Not Valid
5843,Not Valid
5844,Not Valid
5845,Not Valid
5846,Not Valid
5847,Not Valid
5848,Not Valid
5849,Not Valid
5850,Not Valid
5851,Not Valid
5852,Not Valid
5853,Not Valid
5854,Not Valid
5855,Not Valid
5856,Not Valid
5857,Not Valid
5858,Not Valid
5859,Not Valid
5860,Not Valid
5861,Not Valid
5862,Not Valid
5863,Not Valid
5864,Not Valid
5865,Not Valid
5866,Not Valid
5867,Not Valid
5868,Not Valid
5869,Not Valid
5870,Not Valid
5871,Not Valid
5872,Not Valid
5873,Not Valid
5874,Not Valid
5875,Not Valid
5876,Not Valid
5877,Not Valid
5878,Not Valid
5879,Not Valid
5880,Not Valid
5881,Not Valid
5882,Not Valid
5883,Not Valid
5884,Not Valid
5885,Not Valid
5886,Not Valid
5887,Not Valid
5888,Not Valid
5889,Not Valid
5890,Not Valid
5891,Not Valid
5892,Not Valid
5893,Not Valid
5894,Not Valid
5895,Not Valid
5896,Not Valid
5897,Not Valid
5898,Not Valid
5899,Not Valid
5900,Not Valid
5901,Not Valid
5902,Not Valid
5903,Not Valid
5904,Not Valid
5905,Not Valid
5906,Not Valid
5907,Not Valid
5908,Not Valid
5909,Not Valid
5910,Not Valid
5911,Not Valid
5912,Not Valid
5913,Not Valid
5914,Not Valid
5915,Not Valid
5916,Not Valid
5917,Not Valid
5918,Not Valid
5919,Not Valid
5920,Not Valid
5921,Not Valid
5922,Not Valid
5923,Not Valid
5924,Not Valid
5925,Not Valid
5926,Not Valid
5927,Not Valid
5928,Not Valid
5929,Not Valid
5930,Not Valid
5931,Not Valid
5932,Not Valid
5933,Not Valid
5934,Not Valid
5935,Not Valid
5936,Not Valid
5937,Not Valid
5938,Not Valid
5939,Not Valid
5940,Not Valid
5941,Not Valid
5942,Not Valid
5943,Not Valid
5944,Not Valid
5945,Not Valid
5946,Not Valid
5947,Not Valid
5948,Not Valid
5949,Not Valid
5950,Not Valid
5951,Not Valid
5952,Not Valid
5953,Not Valid
5954,Not Valid
5955,Not Valid
5956,Not Valid
5957,Not Valid
5958,Not Valid
5959,Not Valid
5960,Not Valid
5961,Not Valid
5962,Not Valid
5963,Not Valid
5964,Not Valid
5965,Not Valid
5966,Not Valid
5967,Not Valid
5968,Not Valid
5969,Not Valid
5970,Not Valid
5971,Not Valid
5972,Not Valid
5973,Not Valid
5974,Not Valid
5975,Not Valid
5976,Not Valid
5977,Not Valid
5978,Not Valid
5979,Not Valid
5980,Not Valid
5981,Not Valid
5982,Not Valid
5983,Not Valid
5984,Not Valid
5985,Not Valid
5986,Not Valid
5987,Not Valid
5988,Not Valid
5989,Not Valid
5990,Not Valid
5991,Not Valid
5992,Not Valid
5993,Not Valid
5994,Not Valid
5995,Not Valid
5996,Not Valid
5997,Not Valid
5998,Not Valid
5999,Not Valid
6000,Not Valid
6001,Not Valid
6002,Not Valid
6003,Not Valid
6004,Not Valid
6005,Not Valid
6006,Not Valid
6007,Not Valid
6008,Not Valid
6009,Not Valid
6010,Not Valid
6011,Not Valid
6012,Not Valid
6013,Not Valid
6014,Not Valid
6015,Not Valid
6016,Not Valid
6017,Not Valid
6018,Not Valid
6019,Not Valid
6020,Not Valid
6021,Not Valid
6022,Not Valid
6023,Not Valid
6024,Not Valid
6025,Not Valid
6026,Not Valid
6027,Not Valid
6028,Not Valid
6029,Not Valid
6030,Not Valid
6031,Not Valid
6032,Not Valid
6033,Not Valid
6034,Not Valid
6035,Not Valid
6036,Not Valid
6037,Not Valid
6038,Not Valid
6039,Not Valid
6040,Not Valid
6041,Not Valid
6042,Not Valid
6043,Not Valid
6044,Not Valid
6045,Not Valid
6046,Not Valid
6047,Not Valid
6048,Not Valid
6049,Not Valid
6050,Not Valid
6051,Not Valid
6052,Not Valid
6053,Not Valid
6054,Not Valid
6055,Not Valid
6056,Not Valid
6057,Not Valid
6058,Not Valid
6059,Not Valid
6060,Not Valid
6061,Not Valid
6062,Not Valid
6063,Not Valid
6064,Not Valid
6065,Not Valid
6066,Not Valid
6067,Not Valid
6068,Not Valid
6069,Not Valid
6070,Not Valid
6071,Not Valid
6072,Not Valid
6073,Not Valid
6074,Not Valid
6075,Not Valid
6076,Not Valid
6077,Not Valid
6078,Not Valid
6079,Not Valid
6080,Not Valid
6081,Not Valid
6082,Not Valid
6083,Not Valid
6084,Not Valid
6085,Not Valid
6086,Not Valid
6087,Not Valid
6088,Not Valid
6089,Not Valid
6090,Not Valid
6091,Not Valid
6092,Not Valid
6093,Not Valid
6094,Not Valid
6095,Not Valid
6096,Not Valid
6097,Not Valid
6098,Not Valid
6099,Not Valid
6100,Not Valid
6101,Not Valid
6102,Not Valid
6103,Not Valid
6104,Not Valid
6105,Not Valid
6106,Not Valid
6107,Not Valid
6108,Not Valid
6109,Not Valid
6110,Not Valid
6111,Not Valid
6112,Not Valid
6113,Not Valid
6114,Not Valid
6115,Not Valid
6116,Not Valid
6117,Not Valid
6118,Not Valid
6119,Not Valid
6120,Not Valid
6121,Not Valid
6122,Not Valid
6123,Not Valid
6124,Not Valid
6125,Not Valid
6126,Not Valid
6127,Not Valid
6128,Not Valid
6129,Not Valid
6130,Not Valid
6131,Not Valid
6132,Not Valid
6133,Not Valid
6134,Not Valid
6135,Not Valid
6136,Not Valid
6137,Not Valid
6138,Not Valid
6139,Not Valid
6140,Not Valid
6141,Not Valid
6142,Not Valid
6143,Not Valid
6144,Not Valid
6145,Not Valid
6146,Not Valid
6147,Not Valid
6148,Not Valid
6149,Not Valid
6150,Not Valid
6151,Not Valid
6152,Not Valid
6153,Not Valid
6154,Not Valid
6155,Not Valid
6156,Not Valid
6157,Not Valid
6158,Not Valid
6159,Not Valid
6160,Not Valid
6161,Not Valid
6162,Not Valid
6163,Not Valid
6164,Not Valid
6165,Not Valid
6166,Not Valid
6167,Not Valid
6168,Not Valid
6169,Not Valid
6170,Not Valid
6171,Not Valid
6172,Not Valid
6173,Not Valid
6174,Not Valid
6175,Not Valid
6176,Not Valid
6177,Not Valid
6178,Not Valid
6179,Not Valid
6180,Not Valid
6181,Not Valid
6182,Not Valid
6183,Not Valid
6184,Not Valid
6185,Not Valid
6186,Not Valid
6187,Not Valid
6188,Not Valid
6189,Not Valid
6190,Not Valid
6191,Not Valid
6192,Not Valid
6193,Not Valid
6194,Not Valid
6195,Not Valid
6196,Not Valid
6197,0.9719693064689636
6198,Not Valid
6199,Not Valid
6200,Not Valid
6201,Not Valid
6202,Not Valid
6203,Not Valid
6204,Not Valid
6205,Not Valid
6206,Not Valid
6207,Not Valid
6208,Not Valid
6209,Not Valid
6210,Not Valid
6211,Not Valid
6212,Not Valid
6213,Not Valid
6214,Not Valid
6215,Not Valid
6216,Not Valid
6217,Not Valid
6218,Not Valid
6219,Not Valid
6220,Not Valid
6221,Not Valid
6222,Not Valid
6223,Not Valid
6224,Not Valid
6225,Not Valid
6226,Not Valid
6227,Not Valid
6228,Not Valid
6229,Not Valid
6230,Not Valid
6231,Not Valid
6232,Not Valid
6233,Not Valid
6234,Not Valid
6235,Not Valid
6236,Not Valid
6237,Not Valid
6238,Not Valid
6239,Not Valid
6240,Not Valid
6241,Not Valid
6242,Not Valid
6243,Not Valid
6244,Not Valid
6245,Not Valid
6246,Not Valid
6247,Not Valid
6248,Not Valid
6249,Not Valid
6250,Not Valid
6251,Not Valid
6252,Not Valid
6253,Not Valid
6254,Not Valid
6255,Not Valid
6256,Not Valid
6257,Not Valid
6258,Not Valid
6259,Not Valid
6260,Not Valid
6261,Not Valid
6262,Not Valid
6263,Not Valid
6264,Not Valid
6265,Not Valid
6266,Not Valid
6267,Not Valid
6268,Not Valid
6269,Not Valid
6270,Not Valid
6271,Not Valid
6272,Not Valid
6273,Not Valid
6274,Not Valid
6275,Not Valid
6276,Not Valid
6277,Not Valid
6278,Not Valid
6279,Not Valid
6280,Not Valid
6281,Not Valid
6282,Not Valid
6283,Not Valid
6284,Not Valid
6285,Not Valid
6286,0.873316764831543
6287,Not Valid
6288,Not Valid
6289,Not Valid
6290,Not Valid
6291,Not Valid
6292,Not Valid
6293,Not Valid
6294,Not Valid
6295,Not Valid
6296,Not Valid
6297,Not Valid
6298,Not Valid
6299,Not Valid
6300,Not Valid
6301,Not Valid
6302,Not Valid
6303,Not Valid
6304,Not Valid
6305,Not Valid
6306,Not Valid
6307,Not Valid
6308,Not Valid
6309,Not Valid
